model,encoder,base_c,optimizer,batch_size,learning_rate,accum_steps,loss_type,focal_alpha,focal_gamma,bce_dice_weight,use_scheduler,scheduler_type,warmup_epochs,use_amp,total_epochs,best_epoch,best_val_iou,best_val_dice,test_iou,test_accuracy,test_precision,test_recall,test_f1_score,test_dice
unet_resnet50,resnet50,96,adamw,4,0.001,1,focal_dice,0.25,2.0,0.5,True,cosine,5,True,100,16,0.7472,0.8444,0.7558,0.8964,0.8184,0.8965,0.8418,0.8418
