epoch,train_loss,val_iou,val_dice,val_accuracy,val_precision,val_recall,val_f1,learning_rate
76,0.0134,0.7329,0.833,0.8764,0.8233,0.8597,0.833,0.00017
77,0.013,0.735,0.8343,0.8786,0.8314,0.8535,0.8343,0.000158
78,0.0129,0.7328,0.833,0.8767,0.8264,0.8565,0.833,0.000146
79,0.0129,0.7352,0.8344,0.8782,0.8314,0.8543,0.8344,0.000135
80,0.0125,0.7324,0.8324,0.8764,0.8254,0.8568,0.8324,0.000125
81,0.0123,0.7368,0.8364,0.8789,0.8222,0.8651,0.8364,0.000114
82,0.0122,0.7349,0.8346,0.8778,0.8242,0.8614,0.8346,0.000105
83,0.0119,0.7347,0.8343,0.8784,0.8287,0.8557,0.8343,9.5e-05
84,0.0121,0.736,0.8353,0.8783,0.8268,0.8594,0.8353,8.6e-05
85,0.0119,0.736,0.8356,0.8787,0.8283,0.8577,0.8356,7.8e-05
86,0.0118,0.7346,0.8342,0.8779,0.8296,0.8548,0.8342,7e-05
87,0.0117,0.7336,0.8331,0.8773,0.8289,0.8545,0.8331,6.2e-05
88,0.0116,0.7345,0.8349,0.8772,0.8181,0.8664,0.8349,5.5e-05
89,0.0113,0.7345,0.8344,0.8769,0.8252,0.8593,0.8344,4.8e-05
90,0.0113,0.7344,0.8337,0.8777,0.8293,0.8549,0.8337,4.2e-05
91,0.0112,0.7354,0.8346,0.8779,0.8299,0.8559,0.8346,3.7e-05
92,0.0112,0.734,0.8338,0.8773,0.8245,0.8589,0.8338,3.2e-05
93,0.0112,0.732,0.8321,0.8765,0.8236,0.8572,0.8321,2.7e-05
94,0.0112,0.7354,0.8344,0.8786,0.8335,0.8521,0.8344,2.3e-05
95,0.0111,0.7343,0.8344,0.8771,0.8203,0.8638,0.8344,2e-05
96,0.0109,0.732,0.8327,0.8759,0.8197,0.8617,0.8327,1.7e-05
97,0.011,0.732,0.8323,0.876,0.8235,0.8582,0.8323,1.4e-05
98,0.011,0.7341,0.8332,0.8775,0.8324,0.8517,0.8332,1.2e-05
99,0.0109,0.7338,0.8337,0.877,0.8225,0.861,0.8337,1.1e-05
100,0.0111,0.7347,0.8349,0.8771,0.819,0.8657,0.8349,1e-05
