epoch,train_loss,val_iou,val_dice,val_accuracy,val_precision,val_recall,val_f1,learning_rate
88,0.0523,0.7245,0.828,0.8703,0.8058,0.8708,0.828,5.5e-05
89,0.0523,0.7,0.8107,0.8525,0.7911,0.8592,0.8107,4.8e-05
90,0.0516,0.7109,0.8188,0.8594,0.7913,0.871,0.8188,4.2e-05
91,0.0523,0.7148,0.8214,0.8626,0.7937,0.8721,0.8214,3.7e-05
92,0.0514,0.7259,0.8285,0.8713,0.8046,0.8736,0.8285,3.2e-05
93,0.0512,0.7267,0.829,0.871,0.7985,0.8806,0.829,2.7e-05
94,0.0514,0.7194,0.8241,0.8669,0.7959,0.8755,0.8241,2.3e-05
95,0.0511,0.7169,0.8224,0.8646,0.7903,0.8787,0.8224,2e-05
96,0.0516,0.7218,0.8256,0.8684,0.797,0.8771,0.8256,1.7e-05
97,0.0519,0.7162,0.822,0.8647,0.7994,0.8673,0.822,1.4e-05
98,0.0507,0.7191,0.8238,0.8673,0.8022,0.8676,0.8238,1.2e-05
99,0.052,0.7239,0.8271,0.8696,0.7981,0.8783,0.8271,1.1e-05
100,0.0505,0.723,0.8264,0.869,0.7979,0.8772,0.8264,1e-05
