epoch,train_loss,val_iou,val_dice,val_accuracy,val_precision,val_recall,val_f1,learning_rate
88,0.0517,0.7123,0.8209,0.8592,0.7936,0.8687,0.8209,5.5e-05
89,0.0518,0.7131,0.8212,0.8594,0.7819,0.884,0.8212,4.8e-05
90,0.0529,0.7144,0.8215,0.8612,0.7788,0.8889,0.8215,4.2e-05
91,0.0523,0.7113,0.8192,0.8586,0.7762,0.8878,0.8192,3.7e-05
92,0.0534,0.7154,0.8225,0.862,0.7866,0.8812,0.8225,3.2e-05
93,0.0525,0.7078,0.8169,0.8564,0.7733,0.8865,0.8169,2.7e-05
94,0.0512,0.7083,0.8173,0.8568,0.7736,0.8874,0.8173,2.3e-05
95,0.0517,0.7077,0.8172,0.8562,0.7763,0.8833,0.8172,2e-05
96,0.0515,0.711,0.8193,0.859,0.7797,0.8839,0.8193,1.7e-05
97,0.0511,0.7089,0.8175,0.8575,0.7738,0.8878,0.8175,1.4e-05
98,0.0518,0.7064,0.8159,0.8546,0.7663,0.8943,0.8159,1.2e-05
99,0.0515,0.7032,0.8131,0.8526,0.7625,0.8949,0.8131,1.1e-05
100,0.0526,0.7106,0.8186,0.8589,0.7758,0.8874,0.8186,1e-05
