epoch,train_loss,val_iou,val_dice,val_accuracy,val_precision,val_recall,val_f1,learning_rate
30,0.0836,0.7419,0.839,0.881,0.8626,0.8319,0.839,0.000154
31,0.0826,0.7279,0.8293,0.8696,0.8496,0.8301,0.8293,0.000151
32,0.0802,0.7325,0.833,0.8731,0.8514,0.8306,0.833,0.000147
33,0.0818,0.6978,0.8025,0.8511,0.846,0.7957,0.8025,0.000143
34,0.0892,0.7231,0.826,0.8726,0.8518,0.8202,0.826,0.000139
35,0.0794,0.7198,0.8203,0.8672,0.8459,0.8215,0.8203,0.000136
36,0.0767,0.7313,0.832,0.8702,0.833,0.8496,0.832,0.000132
37,0.0741,0.7264,0.8266,0.8699,0.8501,0.8261,0.8266,0.000128
38,0.0748,0.7326,0.8334,0.8726,0.8423,0.8417,0.8334,0.000124
39,0.0725,0.7323,0.8326,0.8697,0.8447,0.839,0.8326,0.00012
40,0.07,0.7436,0.8398,0.8804,0.8564,0.839,0.8398,0.000115
41,0.0687,0.7394,0.8376,0.8777,0.8417,0.8498,0.8376,0.000111
42,0.0713,0.7366,0.8357,0.8735,0.8353,0.8541,0.8357,0.000107
43,0.068,0.7214,0.823,0.8663,0.8459,0.8244,0.823,0.000103
44,0.0672,0.7351,0.8348,0.8763,0.8328,0.8541,0.8348,9.9e-05
45,0.0679,0.698,0.8045,0.8527,0.8387,0.8015,0.8045,9.5e-05
46,0.0665,0.7426,0.8397,0.8794,0.8379,0.8579,0.8397,9.1e-05
47,0.0661,0.7339,0.8332,0.8755,0.8303,0.8534,0.8332,8.7e-05
48,0.0649,0.7096,0.8145,0.8607,0.8448,0.8119,0.8145,8.2e-05
49,0.0641,0.7374,0.8362,0.8759,0.8162,0.8745,0.8362,7.8e-05
50,0.0608,0.7406,0.8385,0.8788,0.8257,0.8665,0.8385,7.4e-05
51,0.0623,0.7274,0.8285,0.8706,0.8561,0.8208,0.8285,7e-05
52,0.0617,0.7332,0.8322,0.8752,0.8532,0.8306,0.8322,6.6e-05
53,0.0596,0.7409,0.8381,0.8785,0.848,0.8444,0.8381,6.3e-05
54,0.0622,0.7447,0.8419,0.8819,0.8381,0.8584,0.8419,5.9e-05
55,0.0611,0.7392,0.8378,0.8783,0.8292,0.8627,0.8378,5.5e-05
56,0.0587,0.733,0.8329,0.8743,0.8445,0.8378,0.8329,5.1e-05
57,0.0584,0.73,0.8317,0.8717,0.8307,0.8489,0.8317,4.8e-05
58,0.0574,0.7287,0.83,0.8709,0.8449,0.8327,0.83,4.4e-05
59,0.0588,0.7552,0.8487,0.8874,0.8414,0.8674,0.8487,4.1e-05
60,0.0585,0.7325,0.8329,0.8739,0.8429,0.8383,0.8329,3.8e-05
61,0.0563,0.7407,0.8382,0.8777,0.8419,0.8497,0.8382,3.5e-05
62,0.0573,0.7385,0.8373,0.8763,0.8302,0.8594,0.8373,3.2e-05
63,0.0559,0.7339,0.8338,0.8731,0.8389,0.8447,0.8338,2.9e-05
64,0.0568,0.7439,0.8411,0.8804,0.8286,0.8679,0.8411,2.6e-05
65,0.057,0.7372,0.8362,0.8757,0.8235,0.8647,0.8362,2.3e-05
66,0.0548,0.7285,0.8297,0.8703,0.8501,0.8265,0.8297,2.1e-05
67,0.0555,0.7295,0.8308,0.8709,0.8373,0.8415,0.8308,1.9e-05
68,0.0566,0.7317,0.8323,0.8722,0.8367,0.845,0.8323,1.6e-05
69,0.054,0.7301,0.8311,0.8715,0.8407,0.8387,0.8311,1.4e-05
70,0.056,0.7325,0.8329,0.8733,0.8421,0.8401,0.8329,1.2e-05
71,0.0542,0.7391,0.8374,0.8775,0.8345,0.8556,0.8374,1.1e-05
72,0.0564,0.7281,0.8298,0.87,0.8418,0.8363,0.8298,9e-06
73,0.0548,0.7341,0.8346,0.8734,0.839,0.8462,0.8346,8e-06
74,0.0542,0.7371,0.8364,0.8759,0.8334,0.8552,0.8364,6e-06
75,0.0544,0.7389,0.8376,0.8769,0.8341,0.8559,0.8376,5e-06
76,0.0549,0.7382,0.837,0.876,0.8245,0.8652,0.837,4e-06
77,0.0547,0.7433,0.8402,0.8797,0.8227,0.8731,0.8402,3e-06
78,0.0552,0.7397,0.8379,0.8775,0.8253,0.866,0.8379,3e-06
79,0.0551,0.735,0.8349,0.8745,0.831,0.8542,0.8349,2e-06
80,0.0551,0.7378,0.8367,0.8766,0.8413,0.8471,0.8367,2e-06
