epoch,train_loss,val_iou,val_dice,val_accuracy,val_precision,val_recall,val_f1,learning_rate
75,0.0156,0.7264,0.8274,0.8705,0.8326,0.8427,0.8274,0.000182
76,0.0154,0.7265,0.8276,0.8705,0.8359,0.84,0.8276,0.00017
77,0.015,0.7227,0.8236,0.8682,0.8384,0.8329,0.8236,0.000158
78,0.0146,0.7241,0.8262,0.8691,0.8281,0.8444,0.8262,0.000146
79,0.0146,0.7234,0.8249,0.8677,0.8346,0.8383,0.8249,0.000135
80,0.0145,0.7234,0.8262,0.8678,0.8201,0.8521,0.8262,0.000125
81,0.014,0.7232,0.8254,0.868,0.8238,0.8484,0.8254,0.000114
82,0.0139,0.7251,0.8264,0.8696,0.8257,0.8485,0.8264,0.000105
83,0.0138,0.7264,0.8276,0.8708,0.828,0.8476,0.8276,9.5e-05
84,0.0135,0.7242,0.8265,0.8691,0.8258,0.8471,0.8265,8.6e-05
85,0.0136,0.7269,0.8272,0.871,0.8354,0.8404,0.8272,7.8e-05
86,0.0134,0.7253,0.8272,0.8696,0.8242,0.8503,0.8272,7e-05
87,0.0131,0.7208,0.8233,0.8667,0.8318,0.8373,0.8233,6.2e-05
88,0.0132,0.7233,0.8251,0.8685,0.8293,0.8425,0.8251,5.5e-05
89,0.0128,0.7232,0.8256,0.8681,0.8256,0.8464,0.8256,4.8e-05
90,0.0126,0.721,0.8242,0.8663,0.8203,0.8489,0.8242,4.2e-05
91,0.0129,0.7226,0.8252,0.8672,0.8231,0.8482,0.8252,3.7e-05
92,0.0126,0.7203,0.8234,0.8659,0.8248,0.8435,0.8234,3.2e-05
93,0.0125,0.7215,0.8245,0.8663,0.8179,0.8521,0.8245,2.7e-05
94,0.0124,0.7206,0.8239,0.8662,0.8219,0.8471,0.8239,2.3e-05
95,0.0126,0.7245,0.8256,0.869,0.8334,0.8399,0.8256,2e-05
96,0.0123,0.7259,0.827,0.8702,0.8275,0.8476,0.827,1.7e-05
97,0.0124,0.7227,0.8257,0.8674,0.8198,0.8516,0.8257,1.4e-05
98,0.0124,0.7226,0.8251,0.8674,0.8229,0.8485,0.8251,1.2e-05
99,0.0124,0.7215,0.8239,0.8668,0.8257,0.844,0.8239,1.1e-05
100,0.0122,0.7232,0.8253,0.8681,0.8287,0.8434,0.8253,1e-05
