model,encoder,base_c,optimizer,batch_size,learning_rate,accum_steps,loss_type,focal_alpha,focal_gamma,bce_dice_weight,use_scheduler,scheduler_type,warmup_epochs,use_amp,total_epochs,best_epoch,best_val_iou,best_val_dice,test_iou,test_accuracy,test_precision,test_recall,test_f1_score,test_dice
unet_resnet50,resnet50,96,adamw,4,0.001,1,focal_dice,0.25,2.0,0.5,True,cosine,5,True,100,68,0.7489,0.8431,0.7549,0.8976,0.8231,0.8951,0.8414,0.8414
