encoder,model,base_c,optimizer,batch_size,lr,loss_type,focal_alpha,focal_gamma,use_scheduler,scheduler_type,warmup_epochs,target_param,param_value,epoch,train_loss,val_iou,val_dice
resnet50,unet_resnet50,96,adamw,8,0.0003,focal_dice,0.25,2.0,True,cosine,5,lr,0.0003,8,0.1034,0.7028,0.8142
resnet50,unet_resnet50,96,adamw,8,0.0003,focal_dice,0.25,2.0,True,cosine,5,lr,0.0003,9,0.0983,0.7536,0.8504
resnet50,unet_resnet50,96,adamw,8,0.0003,focal_dice,0.25,2.0,True,cosine,5,lr,0.0003,10,0.0927,0.767,0.8584
resnet50,unet_resnet50,96,adamw,8,0.0005,focal_dice,0.25,2.0,True,cosine,5,lr,0.0005,1,0.209,0.6123,0.7468
resnet50,unet_resnet50,96,adamw,8,0.0005,focal_dice,0.25,2.0,True,cosine,5,lr,0.0005,2,0.1594,0.6392,0.7616
resnet50,unet_resnet50,96,adamw,8,0.0005,focal_dice,0.25,2.0,True,cosine,5,lr,0.0005,3,0.1425,0.6851,0.7926
resnet50,unet_resnet50,96,adamw,8,0.0005,focal_dice,0.25,2.0,True,cosine,5,lr,0.0005,4,0.1329,0.7227,0.821
resnet50,unet_resnet50,96,adamw,8,0.0005,focal_dice,0.25,2.0,True,cosine,5,lr,0.0005,5,0.1206,0.7232,0.824
resnet50,unet_resnet50,96,adamw,8,0.0005,focal_dice,0.25,2.0,True,cosine,5,lr,0.0005,6,0.1231,0.7207,0.8205
resnet50,unet_resnet50,96,adamw,8,0.0005,focal_dice,0.25,2.0,True,cosine,5,lr,0.0005,7,0.1111,0.7287,0.8274
resnet50,unet_resnet50,96,adamw,8,0.0005,focal_dice,0.25,2.0,True,cosine,5,lr,0.0005,8,0.1009,0.6689,0.7791
resnet50,unet_resnet50,96,adamw,8,0.0005,focal_dice,0.25,2.0,True,cosine,5,lr,0.0005,9,0.0937,0.724,0.8254
resnet50,unet_resnet50,96,adamw,8,0.0005,focal_dice,0.25,2.0,True,cosine,5,lr,0.0005,10,0.0845,0.7384,0.8366
